transaction_id,date,country,region,customer_name,customer_type,sales_rep,product_category,product,quantity,unit_price,unit_cost,revenue,cost,gross_profit,payment_status,sales_channel
TXN-003142,2024-07-13,Kenya,Kenya,Customer 001,ISP,Rep 03,Firewalls,Enterprise Firewall,5,5331.54,2990.71,26657.7,14953.55,11704.15,Paid,Online
TXN-003143,2024-11-19,Kenya,Kenya,Customer 031,ISP,Rep 02,Firewalls,Enterprise Firewall,4,4997.87,2966.68,19991.48,11866.72,8124.76,Paid,Online
TXN-003144,2025-02-09,Uganda,Uganda,Customer 077,Government,Rep 02,Switches,Core Switch,6,4522.46,2622.58,27134.76,15735.48,11399.28,Paid,Partner
TXN-003145,2024-02-05,Kenya,Kenya,Customer 051,ISP,Rep 06,Switches,Core Switch,7,3918.4,2596.06,27428.8,18172.42,9256.38,Overdue,Direct
TXN-003146,2025-04-12,Uganda,Uganda,Customer 043,ISP,Rep 02,Firewalls,Enterprise Firewall,8,4850.6,3105.72,38804.8,24845.76,13959.04,Pending,Direct
TXN-003147,2024-02-08,Tanzania,Tanzania,Customer 001,Government,Rep 05,Routers,Carrier Router,2,6174.56,4357.25,12349.12,8714.5,3634.62,Paid,Direct
TXN-003148,2024-11-04,Tanzania,Tanzania,Customer 050,Enterprise,Rep 08,Fiber Equipment,Fiber OLT,5,3627.36,2629.54,18136.8,13147.7,4989.1,Paid,Partner
TXN-003149,2024-04-29,Kenya,Kenya,Customer 030,ISP,Rep 05,Routers,Carrier Router,5,7092.75,4191.84,35463.75,20959.2,14504.55,Paid,Direct
TXN-003150,2025-11-08,South Sudan,South Sudan,Customer 001,Enterprise,Rep 08,Fiber Equipment,Fiber OLT,1,3831.17,2789.13,3831.17,2789.13,1042.04,Paid,Direct
TXN-003151,2025-02-19,South Sudan,South Sudan,Customer 076,Enterprise,Rep 08,Fiber Equipment,Optical Transceiver,4,165.78,124.51,663.12,498.04,165.08,Paid,Online
TXN-003152,2024-03-13,Tanzania,Tanzania,Customer 001,SME,Rep 06,Fiber Equipment,Fiber OLT,4,3722.36,2504.38,14889.44,10017.52,4871.92,Paid,Online
TXN-003153,2024-09-05,Rwanda,Rwanda,Customer 008,SME,Rep 04,Fiber Equipment,Optical Transceiver,1,194.37,128.78,194.37,128.78,65.59,Paid,Direct
TXN-003154,2025-04-12,Kenya,Kenya,Customer 005,Enterprise,Rep 01,Routers,Carrier Router,4,6628.58,4241.42,26514.32,16965.68,9548.64,Paid,Direct
TXN-003155,2025-04-17,Kenya,Kenya,Customer 033,Government,Rep 02,Routers,Enterprise Router,5,1913.43,1175.47,9567.15,5877.35,3689.8,Paid,Direct
TXN-003156,2024-04-01,Kenya,Kenya,Customer 001,Government,Rep 08,Fiber Equipment,Optical Transceiver,3,168.93,129.16,506.79,387.48,119.31,Paid,Partner
TXN-003157,2024-09-10,Kenya,Kenya,Customer 001,ISP,Rep 03,Switches,Core Switch,4,4472.08,2695.16,17888.32,10780.64,7107.68,Paid,Online
TXN-003158,2024-04-14,Uganda,Uganda,Customer 018,Enterprise,Rep 03,Switches,Core Switch,3,4317.11,2721.33,12951.33,8163.99,4787.34,Paid,Direct
TXN-003159,2024-08-28,Uganda,Uganda,Customer 003,SME,Rep 06,Switches,Core Switch,6,3907.04,2734.77,23442.24,16408.62,7033.62,Paid,Direct
TXN-003160,2024-09-30,Tanzania,Tanzania,Customer 048,Enterprise,Rep 07,Wireless,Wireless Access Point,5,458.74,249.77,2293.7,1248.85,1044.85,Pending,Direct
TXN-003161,2025-06-04,Kenya,Kenya,Customer 029,ISP,Rep 02,Fiber Equipment,Optical Transceiver,7,165.36,122.73,1157.52,859.11,298.41,Paid,Direct
TXN-003162,2024-06-06,Uganda,Uganda,Customer 053,SME,Rep 03,Firewalls,Enterprise Firewall,5,4886.68,2951.27,24433.4,14756.35,9677.05,Pending,Partner
TXN-003163,2024-12-14,Tanzania,Tanzania,Customer 001,Enterprise,Rep 02,Firewalls,Enterprise Firewall,5,5606.66,2858.47,28033.3,14292.35,13740.95,Paid,Partner
TXN-003164,2025-03-08,Tanzania,Tanzania,Customer 013,ISP,Rep 10,Fiber Equipment,Optical Transceiver,8,194.35,122.31,1554.8,978.48,576.32,Pending,Partner
TXN-003165,2025-05-29,Kenya,Kenya,Customer 054,ISP,Rep 05,Switches,Core Switch,2,4289.62,2610.2,8579.24,5220.4,3358.84,Paid,Direct
TXN-003166,2025-03-17,Rwanda,Rwanda,Customer 001,ISP,Rep 06,Routers,Carrier Router,6,6759.29,4250.54,40555.74,25503.24,15052.5,Paid,Direct
TXN-003167,2025-01-01,Uganda,Uganda,Customer 066,SME,Rep 08,Services,Network Support,1,1514.95,502.4,1514.95,502.4,1012.55,Paid,Partner
TXN-003168,2024-05-25,Rwanda,Rwanda,Customer 066,Enterprise,Rep 09,Fiber Equipment,Fiber OLT,2,3465.36,2590.25,6930.72,5180.5,1750.22,Pending,Direct
TXN-003169,2024-03-29,Kenya,Kenya,Customer 053,ISP,Rep 06,Fiber Equipment,Optical Transceiver,5,200.15,126.02,1000.75,630.1,370.65,Paid,Direct
TXN-003170,2024-11-14,Tanzania,Tanzania,Customer 032,SME,Rep 10,Services,Network Support,7,1408.03,496.06,9856.21,3472.42,6383.79,Paid,Direct
TXN-003171,2024-08-15,South Sudan,South Sudan,Customer 061,Enterprise,Rep 02,Routers,Enterprise Router,3,1969.74,1114.22,5909.22,3342.66,2566.56,Paid,Partner
TXN-003172,2025-07-16,Tanzania,Tanzania,Customer 056,ISP,Rep 04,Fiber Equipment,Optical Transceiver,3,201.19,139.02,603.57,417.06,186.51,Paid,Direct
TXN-003173,2024-12-26,Kenya,Kenya,Customer 001,ISP,Rep 07,Services,Network Support,9,1386.89,521.22,12482.01,4690.98,7791.03,Overdue,Direct
TXN-003174,2024-09-07,Kenya,Kenya,Customer 060,Government,Rep 03,Routers,Enterprise Router,6,1665.52,1142.36,9993.12,6854.16,3138.96,Paid,Direct
TXN-003175,2025-01-05,South Sudan,South Sudan,Customer 001,ISP,Rep 07,Services,Network Support,4,1669.25,482.69,6677.0,1930.76,4746.24,Paid,Partner
TXN-003176,2025-02-16,Kenya,Kenya,Customer 001,Enterprise,Rep 01,Wireless,Wireless Access Point,3,407.2,248.41,1221.6,745.23,476.37,Paid,Partner
TXN-003177,2025-02-27,Tanzania,Tanzania,Customer 080,Government,Rep 08,Switches,Core Switch,1,4191.07,2590.12,4191.07,2590.12,1600.95,Paid,Online
TXN-003178,2024-05-31,Tanzania,Tanzania,Customer 001,Enterprise,Rep 01,Routers,Carrier Router,1,6277.59,4393.43,6277.59,4393.43,1884.16,Paid,Direct
TXN-003179,2025-03-29,South Sudan,South Sudan,Customer 022,ISP,Rep 09,Services,Network Support,4,1381.94,519.01,5527.76,2076.04,3451.72,Paid,Partner
TXN-003180,2025-03-11,Kenya,Kenya,Customer 012,SME,Rep 09,Wireless,Wireless Access Point,5,421.19,251.31,2105.95,1256.55,849.4,Paid,Partner
TXN-003181,2025-10-11,Rwanda,Rwanda,Customer 036,Enterprise,Rep 02,Services,Network Support,6,1646.86,479.3,9881.16,2875.8,7005.36,Paid,Direct
TXN-003182,2025-06-28,South Sudan,South Sudan,Customer 002,Enterprise,Rep 06,Routers,Carrier Router,3,6349.74,4243.1,19049.22,12729.3,6319.92,Pending,Direct
TXN-003183,2025-02-02,Uganda,Uganda,Customer 026,SME,Rep 08,Fiber Equipment,Optical Transceiver,4,192.13,121.24,768.52,484.96,283.56,Paid,Direct
TXN-003184,2025-10-14,Kenya,Kenya,Customer 030,SME,Rep 07,Switches,Core Switch,4,3924.01,2680.82,15696.04,10723.28,4972.76,Paid,Online
TXN-003185,2024-06-01,Uganda,Uganda,Customer 001,SME,Rep 09,Wireless,Wireless Access Point,5,450.05,254.57,2250.25,1272.85,977.4,Overdue,Partner
TXN-003186,2024-05-18,Uganda,Uganda,Customer 051,Enterprise,Rep 07,Routers,Enterprise Router,2,1678.21,1134.27,3356.42,2268.54,1087.88,Paid,Partner
TXN-003187,2025-07-15,Uganda,Uganda,Customer 001,SME,Rep 06,Firewalls,Enterprise Firewall,3,5450.44,2902.69,16351.32,8708.07,7643.25,Overdue,Direct
TXN-003188,2024-12-22,Rwanda,Rwanda,Customer 001,ISP,Rep 05,Switches,Managed Switch,11,890.3,588.12,9793.3,6469.32,3323.98,Paid,Direct
TXN-003189,2024-09-12,Tanzania,Tanzania,Customer 019,SME,Rep 03,Fiber Equipment,Fiber OLT,5,4064.42,2630.7,20322.1,13153.5,7168.6,Paid,Direct
TXN-003190,2025-06-04,Rwanda,Rwanda,Customer 001,ISP,Rep 02,Firewalls,Enterprise Firewall,1,5246.28,3095.4,5246.28,3095.4,2150.88,Overdue,Partner
TXN-003191,2025-05-05,Uganda,Uganda,Customer 001,Enterprise,Rep 09,Fiber Equipment,Fiber OLT,4,3948.09,2632.5,15792.36,10530.0,5262.36,Paid,Direct
TXN-003192,2025-03-09,Kenya,Kenya,Customer 001,Enterprise,Rep 09,Wireless,Wireless Access Point,5,416.56,242.13,2082.8,1210.65,872.15,Pending,Partner
TXN-003193,2025-11-13,Uganda,Uganda,Customer 029,Government,Rep 02,Switches,Core Switch,5,4173.18,2755.13,20865.9,13775.65,7090.25,Paid,Partner
TXN-003194,2024-01-21,Uganda,Uganda,Customer 053,Enterprise,Rep 08,Wireless,Wireless Access Point,4,469.73,242.97,1878.92,971.88,907.04,Paid,Direct
TXN-003195,2025-11-23,Uganda,Uganda,Customer 020,ISP,Rep 06,Fiber Equipment,Optical Transceiver,4,169.72,135.15,678.88,540.6,138.28,Overdue,Direct
TXN-003196,2024-05-23,Uganda,Uganda,Customer 001,Enterprise,Rep 05,Switches,Managed Switch,3,916.23,578.44,2748.69,1735.32,1013.37,Paid,Direct
TXN-003197,2025-06-15,Kenya,Kenya,Customer 053,Government,Rep 03,Routers,Enterprise Router,7,1735.52,1101.38,12148.64,7709.66,4438.98,Pending,Online
TXN-003198,2024-01-19,Kenya,Kenya,Customer 007,SME,Rep 05,Services,Network Support,7,1679.32,478.58,11755.24,3350.06,8405.18,Paid,Direct
TXN-003199,2024-10-31,Kenya,Kenya,Customer 053,ISP,Rep 06,Switches,Core Switch,9,4634.55,2779.51,41710.95,25015.59,16695.36,Paid,Online
TXN-003200,2024-06-01,Kenya,Kenya,Customer 020,ISP,Rep 08,Wireless,Wireless Access Point,2,429.49,252.5,858.98,505.0,353.98,Pending,Direct
TXN-003201,2025-02-14,Kenya,Kenya,Customer 070,SME,Rep 03,Routers,Carrier Router,1,6879.83,4191.72,6879.83,4191.72,2688.11,Paid,Direct
TXN-003202,2024-04-06,Tanzania,Tanzania,Customer 014,ISP,Rep 02,Switches,Core Switch,4,4531.11,2768.98,18124.44,11075.92,7048.52,Paid,Online
TXN-003203,2024-08-13,Uganda,Uganda,Customer 055,Enterprise,Rep 02,Switches,Core Switch,6,3854.61,2585.4,23127.66,15512.4,7615.26,Pending,Direct
TXN-003204,2025-09-08,Kenya,Kenya,Customer 049,Enterprise,Rep 03,Switches,Managed Switch,3,949.96,607.9,2849.88,1823.7,1026.18,Paid,Direct
TXN-003205,2025-04-17,Tanzania,Tanzania,Customer 009,Enterprise,Rep 08,Services,Network Support,3,1574.45,515.86,4723.35,1547.58,3175.77,Paid,Online
TXN-003206,2025-08-08,Kenya,Kenya,Customer 001,ISP,Rep 02,Switches,Core Switch,4,4201.57,2702.71,16806.28,10810.84,5995.44,Paid,Direct
TXN-003207,2024-08-15,Uganda,Uganda,Customer 002,Enterprise,Rep 08,Wireless,Wireless Access Point,5,438.02,260.43,2190.1,1302.15,887.95,Paid,Partner
TXN-003208,2024-06-09,Kenya,Kenya,Customer 077,SME,Rep 06,Switches,Managed Switch,4,876.08,572.49,3504.32,2289.96,1214.36,Pending,Direct
TXN-003209,2025-06-28,Uganda,Uganda,Customer 038,Enterprise,Rep 06,Services,Network Support,1,1464.85,523.47,1464.85,523.47,941.38,Paid,Partner
TXN-003210,2025-11-27,Tanzania,Tanzania,Customer 001,Enterprise,Rep 03,Wireless,Wireless Access Point,2,441.77,258.61,883.54,517.22,366.32,Paid,Partner
TXN-003211,2024-01-28,Kenya,Kenya,Customer 055,ISP,Rep 01,Fiber Equipment,Fiber OLT,7,4167.52,2699.06,29172.64,18893.42,10279.22,Paid,Direct
TXN-003212,2024-08-02,Tanzania,Tanzania,Customer 040,Government,Rep 09,Services,Network Support,3,1373.83,517.95,4121.49,1553.85,2567.64,Paid,Direct
TXN-003213,2024-08-20,Rwanda,Rwanda,Customer 001,ISP,Rep 04,Routers,Carrier Router,7,6761.72,4161.47,47332.04,29130.29,18201.75,Paid,Direct
TXN-003214,2025-01-01,Tanzania,Tanzania,Customer 001,SME,Rep 09,Switches,Core Switch,7,3898.42,2625.9,27288.94,18381.3,8907.64,Paid,Direct
TXN-003215,2024-01-14,Tanzania,Tanzania,Customer 064,ISP,Rep 03,Switches,Core Switch,3,4482.92,2639.94,13448.76,7919.82,5528.94,Paid,Direct
TXN-003216,2025-03-25,Kenya,Kenya,Customer 001,SME,Rep 09,Fiber Equipment,Optical Transceiver,4,162.99,120.59,651.96,482.36,169.6,Paid,Direct
TXN-003217,2024-10-25,Tanzania,Tanzania,Customer 055,ISP,Rep 03,Fiber Equipment,Optical Transceiver,4,189.21,125.05,756.84,500.2,256.64,Paid,Direct
TXN-003218,2024-09-27,South Sudan,South Sudan,Customer 010,SME,Rep 01,Routers,Carrier Router,5,5934.51,4278.19,29672.55,21390.95,8281.6,Paid,Direct
TXN-003219,2025-07-06,Kenya,Kenya,Customer 001,Enterprise,Rep 07,Firewalls,Enterprise Firewall,8,5668.03,2993.03,45344.24,23944.24,21400.0,Paid,Online
TXN-003220,2024-06-15,Kenya,Kenya,Customer 012,Enterprise,Rep 06,Services,Network Support,4,1498.51,506.75,5994.04,2027.0,3967.04,Paid,Partner
TXN-003221,2024-11-03,Tanzania,Tanzania,Customer 019,SME,Rep 02,Routers,Enterprise Router,2,1945.75,1113.49,3891.5,2226.98,1664.52,Paid,Online
TXN-003222,2025-09-03,Tanzania,Tanzania,Customer 079,Enterprise,Rep 05,Routers,Carrier Router,7,6330.53,4131.04,44313.71,28917.28,15396.43,Paid,Direct
TXN-003223,2024-07-08,South Sudan,South Sudan,Customer 033,ISP,Rep 02,Firewalls,Enterprise Firewall,5,5631.94,2928.51,28159.7,14642.55,13517.15,Paid,Online
TXN-003224,2025-09-11,Uganda,Uganda,Customer 033,Government,Rep 02,Switches,Managed Switch,6,1039.48,599.19,6236.88,3595.14,2641.74,Paid,Online
TXN-003225,2025-03-21,Kenya,Kenya,Customer 072,ISP,Rep 05,Routers,Carrier Router,3,6223.78,4057.68,18671.34,12173.04,6498.3,Paid,Direct
TXN-003226,2024-02-15,Kenya,Kenya,Customer 001,SME,Rep 08,Switches,Core Switch,5,4663.86,2689.96,23319.3,13449.8,9869.5,Overdue,Online
TXN-003227,2025-07-09,Kenya,Kenya,Customer 033,Enterprise,Rep 02,Services,Network Support,6,1555.14,482.16,9330.84,2892.96,6437.88,Paid,Partner
TXN-003228,2025-07-21,Uganda,Uganda,Customer 052,Enterprise,Rep 08,Wireless,Wireless Access Point,2,440.27,259.38,880.54,518.76,361.78,Paid,Direct
TXN-003229,2025-04-22,Uganda,Uganda,Customer 052,ISP,Rep 03,Routers,Carrier Router,4,6599.81,4230.54,26399.24,16922.16,9477.08,Pending,Direct
TXN-003230,2024-11-29,Kenya,Kenya,Customer 004,Enterprise,Rep 05,Fiber Equipment,Optical Transceiver,5,185.38,128.94,926.9,644.7,282.2,Paid,Direct
TXN-003231,2025-07-30,Uganda,Uganda,Customer 001,SME,Rep 02,Fiber Equipment,Optical Transceiver,5,196.08,130.57,980.4,652.85,327.55,Paid,Direct
TXN-003232,2025-07-03,Tanzania,Tanzania,Customer 024,ISP,Rep 08,Routers,Enterprise Router,4,1853.88,1188.62,7415.52,4754.48,2661.04,Pending,Direct
TXN-003233,2024-05-16,Rwanda,Rwanda,Customer 011,SME,Rep 02,Switches,Core Switch,4,4468.14,2579.66,17872.56,10318.64,7553.92,Paid,Direct
TXN-003234,2024-11-16,Tanzania,Tanzania,Customer 070,Government,Rep 04,Fiber Equipment,Fiber OLT,2,3819.69,2719.46,7639.38,5438.92,2200.46,Paid,Direct
TXN-003235,2025-06-03,Tanzania,Tanzania,Customer 073,Government,Rep 04,Services,Network Support,2,1544.68,501.98,3089.36,1003.96,2085.4,Paid,Partner
TXN-003236,2024-10-18,Uganda,Uganda,Customer 029,ISP,Rep 01,Switches,Core Switch,4,3917.96,2767.73,15671.84,11070.92,4600.92,Paid,Partner
TXN-003237,2024-08-23,Tanzania,Tanzania,Customer 001,Enterprise,Rep 09,Fiber Equipment,Optical Transceiver,6,199.91,130.69,1199.46,784.14,415.32,Paid,Direct
TXN-003238,2024-04-20,Uganda,Uganda,Customer 056,Enterprise,Rep 06,Routers,Carrier Router,3,7169.91,4030.41,21509.73,12091.23,9418.5,Paid,Partner
TXN-003239,2025-08-10,Kenya,Kenya,Customer 036,Enterprise,Rep 06,Fiber Equipment,Fiber OLT,4,3499.19,2869.35,13996.76,11477.4,2519.36,Paid,Direct
TXN-003240,2024-09-24,Uganda,Uganda,Customer 059,SME,Rep 08,Switches,Managed Switch,3,1024.0,565.98,3072.0,1697.94,1374.06,Overdue,Partner
TXN-003241,2025-03-20,Rwanda,Rwanda,Customer 037,SME,Rep 09,Fiber Equipment,Optical Transceiver,5,164.46,127.0,822.3,635.0,187.3,Pending,Direct
TXN-003242,2025-07-08,Tanzania,Tanzania,Customer 068,Enterprise,Rep 07,Routers,Enterprise Router,2,1777.91,1093.09,3555.82,2186.18,1369.64,Paid,Direct
TXN-003243,2025-07-26,Tanzania,Tanzania,Customer 026,Government,Rep 07,Services,Network Support,2,1599.53,483.28,3199.06,966.56,2232.5,Paid,Online
TXN-003244,2024-03-23,Tanzania,Tanzania,Customer 022,SME,Rep 04,Routers,Enterprise Router,6,1712.05,1163.14,10272.3,6978.84,3293.46,Paid,Direct
TXN-003245,2024-01-03,Uganda,Uganda,Customer 016,Enterprise,Rep 10,Fiber Equipment,Optical Transceiver,5,188.95,120.35,944.75,601.75,343.0,Paid,Partner
TXN-003246,2024-09-13,South Sudan,South Sudan,Customer 040,ISP,Rep 09,Firewalls,Enterprise Firewall,4,5305.53,3003.53,21222.12,12014.12,9208.0,Paid,Direct
TXN-003247,2024-05-12,Uganda,Uganda,Customer 033,Enterprise,Rep 03,Services,Network Support,6,1513.21,481.24,9079.26,2887.44,6191.82,Overdue,Partner
TXN-003248,2025-06-17,Kenya,Kenya,Customer 027,ISP,Rep 09,Routers,Enterprise Router,4,1868.94,1117.7,7475.76,4470.8,3004.96,Paid,Direct
TXN-003249,2024-06-27,Kenya,Kenya,Customer 067,SME,Rep 03,Firewalls,Enterprise Firewall,2,4705.51,2982.48,9411.02,5964.96,3446.06,Paid,Partner
TXN-003250,2024-02-08,Uganda,Uganda,Customer 019,Government,Rep 10,Routers,Carrier Router,4,6032.88,4241.57,24131.52,16966.28,7165.24,Paid,Direct
TXN-003251,2024-07-20,Uganda,Uganda,Customer 014,Enterprise,Rep 04,Routers,Carrier Router,7,5935.99,4376.84,41551.93,30637.88,10914.05,Paid,Online
TXN-003252,2024-11-15,Uganda,Uganda,Customer 046,Enterprise,Rep 03,Fiber Equipment,Optical Transceiver,5,170.42,119.62,852.1,598.1,254.0,Paid,Direct
TXN-003253,2024-07-10,Tanzania,Tanzania,Customer 056,SME,Rep 01,Firewalls,Enterprise Firewall,7,5262.96,3114.12,36840.72,21798.84,15041.88,Paid,Direct
TXN-003254,2025-12-14,Kenya,Kenya,Customer 004,Government,Rep 10,Fiber Equipment,Fiber OLT,2,3888.78,2832.2,7777.56,5664.4,2113.16,Paid,Direct
TXN-003255,2025-05-23,Kenya,Kenya,Customer 021,ISP,Rep 09,Switches,Core Switch,3,3819.81,2638.89,11459.43,7916.67,3542.76,Paid,Online
TXN-003256,2024-09-18,Kenya,Kenya,Customer 080,Enterprise,Rep 03,Switches,Core Switch,3,4511.22,2643.04,13533.66,7929.12,5604.54,Paid,Direct
TXN-003257,2024-08-22,Rwanda,Rwanda,Customer 001,SME,Rep 09,Services,Network Support,8,1353.22,498.54,10825.76,3988.32,6837.44,Paid,Partner
TXN-003258,2024-02-08,Uganda,Uganda,Customer 041,Enterprise,Rep 03,Fiber Equipment,Optical Transceiver,5,167.04,125.74,835.2,628.7,206.5,Paid,Direct
TXN-003259,2024-05-27,Kenya,Kenya,Customer 058,Enterprise,Rep 01,Firewalls,Enterprise Firewall,4,5352.57,2860.52,21410.28,11442.08,9968.2,Paid,Partner
TXN-003260,2024-02-24,Kenya,Kenya,Customer 017,Enterprise,Rep 05,Wireless,Wireless Access Point,3,459.17,260.35,1377.51,781.05,596.46,Paid,Online
TXN-003261,2025-03-14,Kenya,Kenya,Customer 013,Enterprise,Rep 03,Routers,Carrier Router,5,6688.42,4264.57,33442.1,21322.85,12119.25,Paid,Online
TXN-003262,2024-04-11,Tanzania,Tanzania,Customer 054,Enterprise,Rep 07,Wireless,Wireless Access Point,3,467.02,246.43,1401.06,739.29,661.77,Paid,Direct
TXN-003263,2024-03-07,Rwanda,Rwanda,Customer 001,Government,Rep 03,Firewalls,Enterprise Firewall,9,5108.11,2875.38,45972.99,25878.42,20094.57,Overdue,Direct
TXN-003264,2025-06-16,Uganda,Uganda,Customer 003,Government,Rep 04,Switches,Managed Switch,5,890.18,551.98,4450.9,2759.9,1691.0,Paid,Partner
TXN-003265,2024-12-17,Uganda,Uganda,Customer 065,SME,Rep 03,Switches,Core Switch,3,4090.74,2754.96,12272.22,8264.88,4007.34,Paid,Direct
TXN-003266,2024-07-19,Kenya,Kenya,Customer 057,SME,Rep 02,Switches,Managed Switch,3,937.31,592.42,2811.93,1777.26,1034.67,Paid,Direct
TXN-003267,2025-01-16,Tanzania,Tanzania,Customer 001,ISP,Rep 09,Fiber Equipment,Fiber OLT,4,3497.79,2628.23,13991.16,10512.92,3478.24,Paid,Direct
TXN-003268,2025-11-05,Kenya,Kenya,Customer 043,SME,Rep 10,Fiber Equipment,Optical Transceiver,10,168.5,132.05,1685.0,1320.5,364.5,Paid,Partner
TXN-003269,2025-03-08,Kenya,Kenya,Customer 019,Enterprise,Rep 04,Routers,Carrier Router,2,6813.4,4343.67,13626.8,8687.34,4939.46,Paid,Partner
TXN-003270,2024-03-12,Kenya,Kenya,Customer 064,ISP,Rep 03,Fiber Equipment,Optical Transceiver,5,188.68,128.82,943.4,644.1,299.3,Overdue,Direct
TXN-003271,2024-09-29,Kenya,Kenya,Customer 001,ISP,Rep 03,Switches,Core Switch,4,4173.12,2748.16,16692.48,10992.64,5699.84,Paid,Direct
TXN-003272,2024-01-08,Kenya,Kenya,Customer 020,Enterprise,Rep 03,Switches,Core Switch,3,3804.64,2696.64,11413.92,8089.92,3324.0,Pending,Direct
TXN-003273,2024-11-04,Rwanda,Rwanda,Customer 029,ISP,Rep 09,Services,Network Support,4,1436.56,484.15,5746.24,1936.6,3809.64,Paid,Direct
TXN-003274,2024-12-29,Kenya,Kenya,Customer 070,SME,Rep 06,Fiber Equipment,Fiber OLT,1,3937.2,2673.14,3937.2,2673.14,1264.06,Paid,Online
TXN-003275,2024-12-12,Kenya,Kenya,Customer 043,SME,Rep 02,Fiber Equipment,Fiber OLT,4,3855.91,2492.83,15423.64,9971.32,5452.32,Paid,Direct
TXN-003276,2025-07-26,Kenya,Kenya,Customer 034,Government,Rep 10,Services,Network Support,5,1655.94,479.79,8279.7,2398.95,5880.75,Paid,Partner
TXN-003277,2025-08-12,Tanzania,Tanzania,Customer 030,ISP,Rep 01,Firewalls,Enterprise Firewall,3,5645.63,3117.49,16936.89,9352.47,7584.42,Paid,Partner
TXN-003278,2025-11-08,Kenya,Kenya,Customer 066,Government,Rep 07,Switches,Core Switch,4,4031.58,2645.58,16126.32,10582.32,5544.0,Paid,Online
TXN-003279,2025-02-26,Kenya,Kenya,Customer 078,Government,Rep 07,Firewalls,Enterprise Firewall,4,5017.35,3055.86,20069.4,12223.44,7845.96,Paid,Direct
TXN-003280,2025-05-05,Uganda,Uganda,Customer 021,Government,Rep 09,Routers,Carrier Router,3,6616.97,4326.84,19850.91,12980.52,6870.39,Paid,Online
TXN-003281,2024-05-12,Tanzania,Tanzania,Customer 058,Enterprise,Rep 03,Routers,Enterprise Router,3,1754.03,1151.86,5262.09,3455.58,1806.51,Overdue,Partner
TXN-003282,2024-09-22,Rwanda,Rwanda,Customer 030,Enterprise,Rep 02,Services,Network Support,4,1486.56,491.8,5946.24,1967.2,3979.04,Paid,Partner
TXN-003283,2025-12-10,Tanzania,Tanzania,Customer 079,SME,Rep 08,Switches,Managed Switch,5,947.89,597.89,4739.45,2989.45,1750.0,Paid,Direct
TXN-003284,2024-11-08,Kenya,Kenya,Customer 001,SME,Rep 08,Switches,Managed Switch,5,987.37,578.43,4936.85,2892.15,2044.7,Paid,Direct
TXN-003285,2024-10-13,South Sudan,South Sudan,Customer 046,SME,Rep 08,Routers,Carrier Router,2,6328.03,4094.67,12656.06,8189.34,4466.72,Paid,Direct
TXN-003286,2025-04-22,Tanzania,Tanzania,Customer 004,SME,Rep 02,Routers,Carrier Router,4,6932.19,4265.17,27728.76,17060.68,10668.08,Paid,Online
TXN-003287,2025-12-03,Kenya,Kenya,Customer 076,Enterprise,Rep 10,Firewalls,Enterprise Firewall,5,5668.92,3021.16,28344.6,15105.8,13238.8,Overdue,Direct
TXN-003288,2024-11-24,South Sudan,South Sudan,Customer 023,Government,Rep 09,Wireless,Wireless Access Point,6,445.32,244.02,2671.92,1464.12,1207.8,Paid,Partner
TXN-003289,2025-04-23,Kenya,Kenya,Customer 048,Government,Rep 04,Routers,Enterprise Router,6,1772.09,1183.8,10632.54,7102.8,3529.74,Paid,Direct
TXN-003290,2024-02-26,Rwanda,Rwanda,Customer 001,Enterprise,Rep 10,Switches,Managed Switch,3,908.61,570.55,2725.83,1711.65,1014.18,Paid,Direct
TXN-003291,2025-09-20,Tanzania,Tanzania,Customer 041,SME,Rep 08,Fiber Equipment,Optical Transceiver,9,194.79,139.07,1753.11,1251.63,501.48,Paid,Partner
TXN-003292,2024-07-16,Kenya,Kenya,Customer 001,Enterprise,Rep 01,Fiber Equipment,Optical Transceiver,5,172.09,125.24,860.45,626.2,234.25,Paid,Direct
TXN-003293,2025-07-11,Uganda,Uganda,Customer 073,SME,Rep 08,Fiber Equipment,Fiber OLT,1,3801.52,2772.74,3801.52,2772.74,1028.78,Paid,Online
TXN-003294,2025-05-09,Tanzania,Tanzania,Customer 070,SME,Rep 01,Services,Network Support,3,1451.5,496.87,4354.5,1490.61,2863.89,Paid,Direct
TXN-003295,2025-04-01,Tanzania,Tanzania,Customer 019,SME,Rep 04,Switches,Managed Switch,3,1003.43,601.58,3010.29,1804.74,1205.55,Pending,Direct
TXN-003296,2024-01-15,Rwanda,Rwanda,Customer 030,Enterprise,Rep 09,Firewalls,Enterprise Firewall,2,4888.66,3126.98,9777.32,6253.96,3523.36,Paid,Direct
TXN-003297,2024-05-01,Uganda,Uganda,Customer 036,Enterprise,Rep 04,Routers,Carrier Router,2,7054.2,4304.93,14108.4,8609.86,5498.54,Paid,Partner
TXN-003298,2025-08-04,Tanzania,Tanzania,Customer 002,SME,Rep 01,Routers,Enterprise Router,6,1751.41,1201.26,10508.46,7207.56,3300.9,Paid,Partner
TXN-003299,2025-01-19,Kenya,Kenya,Customer 067,ISP,Rep 08,Services,Network Support,8,1572.23,520.35,12577.84,4162.8,8415.04,Overdue,Online
TXN-003300,2025-05-16,Kenya,Kenya,Customer 023,Enterprise,Rep 06,Switches,Managed Switch,3,894.41,581.7,2683.23,1745.1,938.13,Paid,Partner
